Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,Demog Summary
0.0,0.0,Female,high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,500.68,45.0,2.14,1.0,5.0,15.0,1.0,3.0,30.0,1.0,3.0,51036.0,57991.0,32,Central,Corporate Employee,4076,"This individual is a career-focused 32-year-old woman working in the corporate sector and residing in the Central region. With a high school education as her academic foundation, she is navigating her professional journey as a single adult without children, allowing her to prioritize personal growth and career advancement."
0.0,4.0,Female,bachelor's degree,single,5.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,117.34,11.0,2.2,1.0,4.0,6.0,1.0,2.0,5.0,1.0,2.0,14324.07,14514.07,50,Northeastern,Corporate Employee,3683,"This customer represents an experienced, career-focused female corporate employee based in the Northeastern region. With a bachelor's degree underpinning her professional expertise, she is navigating life independently as a single individual. At 50 years old, she is in a stable phase of her career and personal life, with no children, allowing her to dedicate significant time and energy to her professional and personal pursuits."
0.0,1.0,Male,bachelor's degree,single,5.0,4.0,4.0,1.0,6.0,0.0,0.0,4.0,886358.3,55.0,2.29,1.0,10.0,49.0,1.0,10.0,6.0,1.0,3.0,167128.0,133860.0,62,Central,Unemployed,2309,"This individual is a seasoned 62-year-old man residing in the Central region, navigating life as a single adult without children. With a bachelor's degree shaping his perspective, he brings a well-rounded educational background to his experiences. Currently unemployed, he may be exploring new opportunities or enjoying a quieter phase of life. His circumstances reflect a blend of independence and adaptability, characteristic of someone in a later stage of their personal and professional journey."
0.0,Unknown,Female,others,others,5.0,5.0,2.0,0.0,4.0,1.0,0.0,1.0,334942.89,39.0,1.95,1.0,6.0,7.0,1.0,2.0,32.0,1.0,4.0,121702.08,93015.06,51,Central,Professional,3663,"This customer embodies a seasoned professional woman in her early fifties, residing in the Central region. With a non-traditional educational background, she brings a unique perspective to her career, which is rooted in a professional occupation. Her marital status falls outside conventional categories, and she leads a child-free lifestyle, allowing her to focus on personal and professional pursuits."
0.0,0.0,Female,high school,married - registered,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,329.9,73.0,3.32,1.0,8.0,16.0,1.0,2.0,57.0,1.0,7.0,13110.0,14704.08,36,Central,Corporate Employee,707,"This individual is a mid-30s married woman working as a corporate employee in the Central region. With a high school education, she is navigating her professional career alongside a stable marital partnership. Currently, she and her spouse do not have children, allowing her to focus on personal and professional growth during this stage of life."
1.0,0.0,Male,high school,married - registered,7.0,6.0,3.0,2.0,3.0,1.0,0.0,1.0,35085.45,93.0,3.21,1.0,9.0,64.0,1.0,6.0,29.0,1.0,6.0,294160.0,283135.0,57,Central,Entrepreneur,746,"This customer represents a seasoned male entrepreneur in his late 50s, residing in the central region. With a high school education, he has built a career rooted in self-driven initiatives and business ventures. Married and officially registered, he balances his professional aspirations with family life, sharing his household with one child. His profile reflects a stable and established life stage, blending personal responsibilities with the dynamic demands of entrepreneurship."
0.0,0.0,Female,vocational certificate,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,8581.3,127.0,4.23,1.0,13.0,14.0,1.0,2.0,113.0,1.0,13.0,80110.19,72222.28,24,Central,Freelancer,1940,"This individual is a young, single woman navigating the early stages of her professional journey as a freelancer. Residing in the Central region, she brings a practical skill set shaped by her vocational certification, which supports her flexible career path. With no children, her current focus appears to be on personal growth and career development, reflecting a lifestyle that prioritizes independence and adaptability."
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,1.0,1.0,5.0,1.0,0.0,1.0,547.09,178.0,5.74,1.0,12.0,19.0,1.0,2.0,159.0,1.0,10.0,47031.82,84066.55,50,Eastern,Corporate Employee,3567,"This customer represents an experienced, career-focused female professional in her 50s, working as a corporate employee and residing in the Eastern region. With a bachelor's degree shaping her educational foundation, she brings a well-rounded perspective to her pursuits. As a single individual with no children, her lifestyle likely emphasizes personal growth, career advancement, and independent living."
0.0,Unknown,Female,others,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,51,Northeastern,Corporate Employee,3022,"This customer represents a seasoned, independent female professional navigating the corporate world in the Northeastern region. With a non-traditional educational background, she brings diverse perspectives to her career while maintaining a single lifestyle. Her focus remains on personal and professional growth, as she has no children, allowing her to dedicate her time fully to her pursuits."
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,52,Southern,Freelancer,82,"This customer represents an experienced, independent female freelancer residing in the Southern region. With a bachelor's degree shaping her professional expertise, she brings a well-rounded educational foundation to her work. At 52 years old, she is navigating a mature stage of life as a single individual without children, allowing her to focus on personal and career growth."
0.0,1.0,Female,bachelor's degree,married,3.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,602432.02,15.0,1.15,1.0,2.0,2.0,1.0,1.0,13.0,1.0,2.0,37320.72,43713.73,72,Central,Other,4326,"This customer is a retired, mature woman residing in the Central region, whose bachelor's degree reflects a commitment to lifelong learning. Married and without children, she likely enjoys a stable and independent lifestyle. Her occupation history falls outside traditional categories, suggesting a unique or non-conventional career path that may influence her interests and spending habits."
0.0,Unknown,Female,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,75.18,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5327.23,5300.0,40,Central,Corporate Employee,915,"This individual represents a mid-career female corporate professional residing in the Central region. With a non-traditional educational background, she has carved out a path in the corporate world, balancing the demands of her career with the independence of a single lifestyle. At 40 years old, she is focused on personal and professional growth, unencumbered by the responsibilities of raising children."
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,36,Central,Student,2199,"This individual reflects a mid-thirties male navigating life as a student in the Central region. With a high school education as his academic foundation, he is focused on personal growth and academic pursuits. Being single and without children, his lifestyle is likely centered around flexibility and self-development, unencumbered by familial responsibilities."
0.0,Unknown,Male,others,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,4003.78,21.0,1.5,1.0,4.0,4.0,1.0,1.0,17.0,1.0,3.0,11100.0,10153.81,51,Central,Corporate Employee,775,"This individual is a seasoned, middle-aged male corporate professional residing in the Central region. With a diverse educational background outside traditional categories, he brings a unique perspective to his career. Married but without children, his household dynamic allows for a focus on personal and professional pursuits, aligning with a stable and established life stage."
0.0,Unknown,Male,Unknown,single,4.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,24000.0,20.0,1.82,1.0,4.0,9.0,1.0,2.0,11.0,1.0,2.0,6065.0,9065.0,24,Central,Student,330,"""This individual is a young adult male pursuing studies in the Central region, navigating early adulthood with an educational background that is currently unspecified. As a single student without children, his lifestyle reflects the independence and flexibility often associated with this stage of life."""
0.0,0.0,Female,high school,single,4.0,4.0,2.0,0.0,3.0,2.0,1.0,2.0,579.92,181.0,6.46,1.0,23.0,97.0,1.0,18.0,84.0,1.0,8.0,492341.0,493792.91,30,Northeastern,Corporate Employee,944,"This individual is a career-focused 30-year-old woman working as a corporate employee in the bustling Northeastern region. With a high school education as her academic foundation, she is navigating her professional journey independently, as she is currently single and has no children. Her lifestyle reflects the priorities of someone in an early stage of adulthood, balancing personal growth and career development in a dynamic urban environment."
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,11.17,46.0,1.92,1.0,4.0,9.0,1.0,2.0,37.0,1.0,4.0,15190.0,21887.43,45,Central,Freelancer,165,"This customer represents an experienced, independent female freelancer based in the Central region. With a bachelor's degree shaping her professional expertise, she brings a well-rounded educational background to her career. At 45 years old, she is navigating midlife as a single individual without children, allowing her to focus on personal growth and professional pursuits."
0.0,1.0,Male,bachelor's degree,single,8.0,7.0,4.0,4.0,5.0,1.0,0.0,1.0,631362.42,44.0,1.91,1.0,6.0,7.0,1.0,1.0,37.0,1.0,6.0,306703.28,153823.0,34,Central,Corporate Employee,452,"This individual represents an early-career professional male working in the corporate sector, residing in the Central region. With a bachelor's degree shaping his career trajectory, he is focused on personal and professional growth. As a single individual with no children, his lifestyle likely reflects flexibility and independence, aligning with his current life stage."
0.0,0.0,Male,high school,single,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.22,30.0,2.14,1.0,4.0,8.0,1.0,2.0,22.0,1.0,4.0,1600.0,2101.0,26,Northeastern,Corporate Employee,3827,"This individual is a young adult male navigating the early stages of his professional journey as a corporate employee in the Northeastern region. With a high school education as his academic foundation, he is focused on career growth and personal development. Currently single and without children, his lifestyle reflects the flexibility and independence often associated with this phase of life."
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,312.32,179.0,5.77,1.0,20.0,66.0,1.0,8.0,113.0,1.0,12.0,116818.0,116511.55,35,Western,Corporate Employee,3840,"This individual is a mid-career professional woman working in the corporate sector, residing in the Western region. At 35 years old, she holds a bachelor’s degree, reflecting a solid educational foundation that supports her career trajectory. Currently single and without children, she is likely focused on personal growth and professional advancement, characteristic of her life stage."
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,1244.14,71.0,2.45,1.0,7.0,3.0,1.0,1.0,68.0,1.0,6.0,2644.09,12733.0,31,Northern,Student,328,"This individual is a young adult female pursuing academic or professional growth as a student in the Northern region. With a bachelor's degree already achieved, she is likely focused on furthering her education or transitioning into her career. Being single and without children, her current lifestyle may prioritize personal development, exploration, and future planning."
0.0,1.0,Female,master's degree,single,8.0,7.0,5.0,2.0,5.0,0.0,0.0,2.0,2165677.54,41.0,1.95,1.0,3.0,23.0,1.0,2.0,18.0,1.0,2.0,2537691.0,459784.41,41,Eastern,Entrepreneur,1791,"This customer represents a mid-career female entrepreneur residing in the Eastern region, distinguished by her advanced education, holding a master’s degree. As a single individual with no children, she likely focuses her time and energy on professional growth and personal development, reflecting a lifestyle centered on ambition and independence."
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,4.0,1.0,4.0,1.0,0.0,1.0,291.74,43.0,2.87,1.0,7.0,16.0,1.0,4.0,27.0,1.0,5.0,108191.0,113477.68,40,Central,Corporate Employee,2491,"This individual reflects a mid-career professional woman working in the corporate sector, residing in the Central region. With a bachelor's degree shaping her educational foundation, she brings a well-rounded perspective to her professional endeavors. As a single adult without children, her focus likely leans toward personal growth, career advancement, and lifestyle pursuits, characteristic of her life stage."
0.0,Unknown,Female,others,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Southern,Student,2008,"This individual is a young adult female pursuing her studies, residing in the Southern region. With an educational background categorized as ""others,"" she is currently focused on academic or alternative learning paths. Being single and without children, her lifestyle likely reflects the flexibility and independence of her current life stage."
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,26589.07,116.0,4.14,1.0,9.0,42.0,1.0,4.0,74.0,1.0,6.0,155072.89,132103.99,46,Central,Corporate Employee,833,"This individual is a mid-career male professional working in the corporate sector, residing in the Central region. With a bachelor's degree shaping his educational foundation, he brings a well-rounded perspective to his professional endeavors. As a single adult without children, his lifestyle likely reflects a focus on personal growth and career advancement, characteristic of someone navigating this stage of life."
0.0,0.0,Male,high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,354.37,70.0,3.18,1.0,8.0,59.0,1.0,7.0,11.0,1.0,2.0,2720.0,3000.0,57,Central,Unemployed,1202,"This individual reflects a mature, married male residing in the Central region, navigating life with a high school education. Currently unemployed, he may be exploring new opportunities or focusing on personal pursuits. With no children, his household responsibilities are likely centered on his spouse, shaping a lifestyle that balances simplicity and stability."
0.0,0.0,Male,high school,single,6.0,6.0,1.0,1.0,4.0,1.0,0.0,1.0,4119.19,9.0,1.5,1.0,2.0,2.0,1.0,1.0,7.0,1.0,2.0,4350.0,5239.17,44,Central,Corporate Employee,800,"This individual represents a mid-career male corporate professional residing in the Central region. With a high school education as his academic foundation, he has likely developed his expertise through practical experience in the workplace. Being single and without children, his lifestyle may lean toward personal growth and career advancement, with fewer familial obligations shaping his priorities."
0.0,0.0,Male,vocational certificate/ diploma,single,5.0,5.0,2.0,0.0,5.0,1.0,0.0,2.0,20000.77,157.0,5.23,1.0,14.0,40.0,1.0,5.0,117.0,1.0,11.0,58908.0,57494.3,26,Central,Corporate Employee,1921,"This individual is a young, single male navigating the early stages of his professional journey as a corporate employee in the bustling Central region. With a vocational certificate or diploma shaping his skillset, he is likely focused on building a solid foundation for career growth. Unencumbered by family responsibilities, as he has no children, his lifestyle reflects the independence and flexibility often associated with this phase of life."
0.0,1.0,Female,bachelor's degree,single,6.0,6.0,1.0,2.0,6.0,2.0,0.0,1.0,8367.32,89.0,3.56,1.0,12.0,13.0,1.0,3.0,76.0,1.0,12.0,206752.28,211284.45,56,Central,Corporate Employee,3981,"This customer represents an experienced, career-focused female corporate employee residing in the Central region. With a bachelor's degree shaping her professional foundation, she brings a well-rounded educational background to her work. At 56 years old and single, she is navigating life independently, balancing personal and professional aspirations. Without children, her lifestyle likely allows for greater flexibility and a focus on individual pursuits, whether related to career growth, leisure, or personal development."
0.0,Unknown,Female,Unknown,Unknown,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Central,Corporate Employee,1137,"This individual is a young adult female navigating the early stages of her professional journey as a corporate employee in the Central region. While details about her educational background and marital status remain unspecified, her current life phase is characterized by independence and a focus on career development. With no children, her responsibilities likely center around personal growth and establishing a foundation for future opportunities."
0.0,1.0,Female,bachelor's degree,married,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,1042.21,150.0,4.84,1.0,11.0,29.0,1.0,2.0,121.0,1.0,10.0,108307.0,108224.72,46,Central,Unemployed,3623,"This individual reflects a mid-life stage female residing in the Central region, navigating life with the perspective of a bachelor's degree education. Currently unemployed, she may be focusing on personal growth or other non-career pursuits. As a married woman without children, her household dynamics likely center around a partnership-oriented lifestyle, offering flexibility in how she allocates her time and resources."
0.0,1.0,Female,bachelor's degree,married - registered,8.0,6.0,4.0,1.0,4.0,0.0,0.0,2.0,2481349.86,101.0,3.37,1.0,10.0,14.0,1.0,2.0,87.0,1.0,9.0,2386815.86,637604.04,63,Central,Entrepreneur,2638,"This customer embodies a seasoned, entrepreneurial woman residing in the Central region, navigating her early retirement years with the confidence of a bachelor's degree education. As a married individual without children, she likely channels her focus into her business ventures and personal interests, reflecting a lifestyle centered on independence and professional fulfillment."
0.0,Unknown,Male,Unknown,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,847.67,138.0,4.45,1.0,10.0,28.0,1.0,2.0,110.0,1.0,8.0,37803.0,36966.0,23,Western,Student,769,"""This individual is a young adult male currently navigating life as a student in the Western region. With no formal education details available, his focus likely centers on academic pursuits and personal growth. As a single person without children, his lifestyle is likely flexible and oriented toward exploration and self-discovery."""
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,2547.76,14.0,1.08,1.0,2.0,5.0,1.0,1.0,9.0,1.0,1.0,4196.0,2456.9,32,Southern,Student,4089,"This individual is a young adult female pursuing academic endeavors as a student in the Southern region. With a high school education as her foundation, she is currently focused on personal and professional growth. Being single and without children, her lifestyle reflects independence and flexibility, characteristic of someone navigating the early stages of adulthood."
0.0,0.0,Female,less than high school,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,3246.65,9.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,4550.0,2815.0,31,Central,Corporate Employee,286,"This individual is a young adult woman working in the corporate sector, residing in the Central region. With an education level below high school, she is navigating her career independently as a single professional. Currently without children, her lifestyle reflects a focus on personal and professional growth during this stage of life."
0.0,0.0,Female,vocational certificate/ diploma,single,6.0,6.0,1.0,0.0,7.0,1.0,0.0,1.0,48090.67,136.0,4.69,1.0,18.0,22.0,1.0,4.0,114.0,1.0,17.0,299085.44,300534.03,52,Central,Corporate Employee,4060,"This individual reflects an experienced, career-focused woman working as a corporate employee in the Central region. At 52 years old, she has built her professional foundation on a vocational certificate or diploma, which supports her role in the corporate sector. Unmarried and without children, she likely enjoys a lifestyle centered around personal growth and professional achievements, with fewer familial obligations shaping her day-to-day life."
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,4.0,0.0,4.0,2.0,0.0,4.0,506.22,90.0,4.29,1.0,13.0,29.0,1.0,4.0,61.0,1.0,11.0,51769.47,51263.25,32,Western,Entrepreneur,2718,"This customer represents a young professional female entrepreneur thriving in the dynamic Western region. With a bachelor's degree shaping her career ambitions, she exemplifies a driven and independent lifestyle. Being single and without children, her focus is likely on personal growth and business ventures, allowing her to channel energy into expanding her professional horizons. Her demographic profile suggests a forward-thinking individual navigating the challenges and opportunities of entrepreneurship while embracing the flexibility and independence of her current life stage."
0.0,1.0,Female,bachelor's degree,married,4.0,4.0,2.0,3.0,1.0,2.0,0.0,1.0,15567.18,21.0,2.63,1.0,6.0,7.0,1.0,2.0,14.0,1.0,6.0,172340.0,163343.76,55,Central,Corporate Employee,2080,"This customer represents an experienced, mid-life female professional working in the corporate sector and residing in the Central region. With a bachelor's degree shaping her career trajectory, she brings a well-rounded educational foundation to her role. Married but without children, her household dynamics allow her to focus on personal and professional growth, likely prioritizing stability and long-term planning."
0.0,1.0,Female,bachelor's degree,divorce,10.0,8.0,14.0,2.0,7.0,1.0,0.0,8.0,522128.02,552.0,17.81,9.0,32.0,480.0,7.0,28.0,72.0,1.0,6.0,4433447.0,4366264.46,43,Eastern,Entrepreneur,723,"This customer represents a mid-career female entrepreneur residing in the Eastern region, navigating life with the independence and resilience often associated with being divorced. With a bachelor's degree shaping her professional outlook, she brings a blend of creativity and strategic thinking to her business endeavors. Her current household dynamic is child-free, allowing her to focus on personal growth and career aspirations."
0.0,1.0,Female,bachelor's degree,single,6.0,6.0,5.0,2.0,3.0,1.0,0.0,1.0,0.04,54.0,3.0,1.0,9.0,10.0,1.0,2.0,44.0,1.0,9.0,65919.0,66090.38,41,Southern,Corporate Employee,1760,"This individual is a career-focused, 41-year-old woman working as a corporate professional in the Southern region. With a bachelor's degree providing a strong educational foundation, she is navigating life as a single adult without children, allowing her to dedicate significant attention to personal and professional growth."
0.0,1.0,Female,bachelor's degree,single,8.0,7.0,12.0,6.0,2.0,3.0,0.0,5.0,2537903.17,38.0,2.38,1.0,7.0,9.0,1.0,3.0,29.0,1.0,6.0,196031.5,224102.95,63,Central,Corporate Employee,1087,"This customer represents an experienced, career-focused female corporate employee based in the Central region. With a bachelor's degree providing a solid educational foundation, she has likely cultivated a professional expertise over the years. At 63 and single, she enjoys an independent lifestyle without the responsibilities of raising children, which may allow her to prioritize personal and professional pursuits."
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,21,Southern,Unemployed,1108,"This individual reflects a young adult male navigating early adulthood in the Southern region. Currently unemployed, he has not completed high school, which may influence his career opportunities and aspirations. As a single person without children, his focus may lean toward personal growth and exploring pathways to establish financial and educational stability."
0.0,1.0,Male,bachelor's degree,married - registered,3.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,6213.29,68.0,3.09,1.0,6.0,30.0,1.0,3.0,38.0,1.0,5.0,38680.0,32467.0,45,Northern,Entrepreneur,3780,"This individual embodies a mid-career male entrepreneur residing in the Northern region, navigating life with the stability of a registered marriage. With a bachelor's degree shaping his professional foundation, he brings a strategic and innovative mindset to his business endeavors. While his household does not include children, his focus remains on personal and professional growth, reflecting a lifestyle centered on ambition and achievement."
2.0,Unknown,Female,master's degree,single,4.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,239302.23,19.0,1.19,1.0,2.0,13.0,1.0,2.0,6.0,1.0,1.0,285762.06,757583.19,63,Central,Entrepreneur,2204,"This customer represents an experienced, independent female entrepreneur based in the Central region. With a master’s degree, she brings a strong educational foundation to her professional pursuits. As a single mother of two, she balances her business endeavors with a family-oriented lifestyle, reflecting a dynamic blend of career ambition and personal responsibility."
0.0,0.0,Female,vocational certificate/ diploma,married,4.0,4.0,2.0,0.0,6.0,1.0,0.0,1.0,160826.65,20.0,1.82,1.0,4.0,1.0,1.0,1.0,19.0,1.0,4.0,200000.0,59592.47,45,Northeastern,Unemployed,4184,"This individual is a middle-aged woman residing in the Northeastern region, navigating life with the practical skills gained from a vocational certificate or diploma. Currently unemployed, she may be exploring new opportunities or focusing on personal pursuits. As a married woman without children, her household dynamics likely allow for flexibility in her daily routines and priorities."
1.0,1.0,Male,doctorate's degree,married,12.0,8.0,11.0,6.0,5.0,2.0,0.0,3.0,3703288.49,82.0,2.83,1.0,10.0,14.0,1.0,2.0,68.0,1.0,9.0,919917.65,1112385.08,50,Central,Corporate Employee,662,"This individual reflects a seasoned professional in his 50s, a married male thriving in a corporate role within the Central region. With a doctorate's degree, he brings a high level of expertise and specialization to his career. His personal life is anchored by his family, which includes his spouse and one child, suggesting a balanced focus on both professional and familial responsibilities."
0.0,1.0,Female,others,single,4.0,4.0,4.0,0.0,3.0,1.0,0.0,3.0,18790.43,15.0,3.75,1.0,5.0,6.0,1.0,3.0,9.0,1.0,4.0,75299.95,75291.2,46,Northern,Corporate Employee,4188,"This individual embodies a mid-career professional woman working in the corporate sector, residing in the Northern region. At 46 years old, she is single and has no children, which allows her to focus on personal and professional growth. With an educational background categorized as ""others,"" she brings a unique perspective to her career path, leveraging diverse experiences. Her lifestyle reflects the independence and ambition often associated with her stage of life and circumstances."
0.0,Unknown,Female,others,others,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Northeastern,Student,4093,"This individual is a young adult female pursuing her studies in the Northeastern region, reflecting her current focus on academic growth. With an educational background categorized as ""others,"" she is likely exploring diverse learning opportunities outside traditional pathways. Unmarried and without children, her lifestyle is centered on personal development and future planning, characteristic of someone in the early stages of adulthood."
0.0,Unknown,Male,Unknown,Unknown,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,457.82,37.0,2.31,1.0,6.0,15.0,1.0,2.0,22.0,1.0,4.0,2081.06,1695.22,20,Eastern,Student,1880,"This individual is a young adult male currently navigating life as a student in the Eastern region. With education and marital details unspecified, his profile reflects a focus on academic or early career pursuits. As someone without children, his responsibilities likely center on personal growth and future planning, characteristic of his life stage."
0.0,Unknown,Female,bachelor's degree,married - registered,6.0,6.0,1.0,1.0,4.0,0.0,0.0,1.0,73.31,36.0,1.8,1.0,5.0,12.0,1.0,2.0,24.0,1.0,3.0,45147.0,47637.41,32,Northern,Corporate Employee,4221,"This individual is a 32-year-old woman navigating her professional career as a corporate employee in the Northern region. With a bachelor’s degree shaping her educational foundation, she brings a well-rounded perspective to her work. Married and in a registered partnership, she is currently focused on her career and personal growth, with no children in her household."
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,41,Southern,Professional,1991,"This individual embodies a mid-career professional woman residing in the Southern region, navigating life as a single adult with no children. With a bachelor's degree shaping her educational foundation, she has established herself in a professional occupation, likely balancing a focus on career growth and personal aspirations. Her current life stage reflects independence and ambition, with opportunities to explore diverse interests and financial goals."
0.0,Unknown,Male,others,single,7.0,7.0,6.0,1.0,4.0,1.0,0.0,2.0,76946.95,45.0,2.25,1.0,6.0,6.0,1.0,2.0,39.0,1.0,6.0,151800.0,111685.34,33,Central,Corporate Employee,3106,"This individual is a young adult male navigating a corporate career in the Central region. With a non-traditional educational background, he brings a unique perspective to his professional pursuits. Currently single and without children, he enjoys the flexibility to focus on personal growth and career advancement, reflecting a stage of life centered on independence and ambition."
0.0,1.0,Female,bachelor's degree,married - registered,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,38,Central,Corporate Employee,3524,"This individual represents a mid-career professional woman working in the corporate sector and residing in the Central region. At 38 years old, she holds a bachelor's degree, reflecting a solid educational foundation that supports her career trajectory. Married and in a registered partnership, she currently has no children, allowing her to focus on personal and professional growth during this stage of life."
0.0,1.0,Female,master's degree,single,7.0,5.0,8.0,0.0,4.0,1.0,0.0,3.0,1679765.28,7.0,1.17,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,4956.78,17660.0,36,Central,Corporate Employee,2688,"This customer represents a career-focused, mid-30s female professional thriving in the corporate sector and residing in the Central region. With a master’s degree, she brings a strong educational foundation to her work, which likely supports her upward mobility in a competitive field. Being single and without children, her lifestyle may prioritize personal growth, career advancement, and experiences over familial responsibilities at this stage."
0.0,0.0,Female,less than high school,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,46.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Central,Student,2395,"This individual is a young, single female navigating early adulthood as a student in the Central region. With an education level below high school, she is likely focused on academic pursuits or vocational training to shape her future career. Currently without children, her responsibilities are centered on personal growth and exploration, characteristic of someone in a transitional life stage."
0.0,1.0,Female,bachelor's degree,married - registered,9.0,9.0,4.0,1.0,7.0,1.0,0.0,2.0,127011.54,78.0,3.0,1.0,7.0,17.0,1.0,5.0,61.0,1.0,6.0,410845.37,356580.22,38,Central,Corporate Employee,3857,"This customer represents a mid-career professional female navigating the corporate world from the Central region. With a bachelor's degree shaping her career path, she brings a strong educational foundation to her role. Married and in a registered partnership, she is focused on building her professional and personal life, though she currently has no children. Her demographic profile reflects a blend of stability and ambition, characteristic of someone balancing the demands of a corporate environment while rooted in a central urban setting."
0.0,0.0,Female,less than high school,married - registered,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,65753.23,165.0,5.32,1.0,10.0,66.0,1.0,6.0,99.0,1.0,9.0,308200.0,327284.31,40,Northeastern,Entrepreneur,3368,"This customer represents a mid-life female entrepreneur residing in the Northeastern region, navigating her career with the resourcefulness often found in self-driven professions. With an education level below high school, she exemplifies determination and adaptability in pursuing her goals. Married in a registered partnership and without children, her household dynamic likely allows for a focused commitment to her business ventures and personal aspirations."
0.0,0.0,Female,vocational certificate,single,6.0,6.0,3.0,0.0,6.0,0.0,0.0,2.0,188728.92,113.0,4.19,1.0,9.0,36.0,1.0,4.0,77.0,1.0,5.0,88856.62,134504.0,48,Central,Corporate Employee,2292,"This individual reflects a mid-career professional female working in the corporate sector, residing in the Central region. With a vocational certificate as her educational foundation, she brings practical expertise to her role. At 48 years old and single, she navigates life independently, focusing on personal and professional growth. Without children, her lifestyle may prioritize career advancement, leisure pursuits, or financial planning tailored to her individual goals."
