Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,cluster
0.0,0.0,Female,less than high school,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,87.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,Central,Corporate Employee,1962,5
0.0,0.0,Male,less than high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1177.82,51.0,2.43,1.0,11.0,8.0,1.0,2.0,43.0,1.0,9.0,18888.0,18762.86,22.0,Central,Student,3085,2
0.0,,Male,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,26.0,Western,Homemaker,1207,4
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,4978.91,36.0,2.57,1.0,8.0,8.0,1.0,1.0,28.0,1.0,7.0,26201.39,31528.5,36.0,Central,Student,510,5
0.0,0.0,Male,bachelor's degree,single,5.0,5.0,4.0,0.0,3.0,1.0,0.0,1.0,1461.24,82.0,3.42,1.0,9.0,10.0,1.0,2.0,72.0,1.0,8.0,66252.0,64812.0,31.0,Central,Student,3296,8
0.0,0.0,Male,high school,single,7.0,6.0,2.0,2.0,6.0,1.0,0.0,2.0,578269.0,106.0,3.42,1.0,7.0,91.0,1.0,6.0,15.0,1.0,2.0,65711.33,44204.3,55.0,Central,Entrepreneur,598,0
0.0,0.0,Female,less than high school,single,5.0,5.0,2.0,0.0,4.0,3.0,0.0,2.0,10882.26,155.0,5.34,1.0,14.0,17.0,1.0,2.0,138.0,1.0,12.0,56955.3,48213.41,27.0,Northeastern,Unemployed,2125,5
0.0,1.0,Female,bachelor's degree,married,5.0,5.0,2.0,0.0,4.0,1.0,0.0,2.0,4968.91,84.0,3.5,1.0,8.0,27.0,1.0,3.0,57.0,1.0,6.0,159755.0,154849.72,55.0,Northern,Entrepreneur,2592,0
0.0,0.0,Female,less than high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,Central,Unemployed,3657,5
0.0,1.0,Male,bachelor's degree,married,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3688.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,Eastern,Entrepreneur,982,8
0.0,1.0,Male,bachelor's degree,married - registered,8.0,8.0,5.0,2.0,6.0,1.0,0.0,4.0,113495.23,43.0,2.87,1.0,8.0,14.0,1.0,4.0,29.0,1.0,5.0,483287.97,448186.98,72.0,Central,Entrepreneur,3202,8
0.0,,Female,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Northeastern,Entrepreneur,4072,1
0.0,,Male,,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1000.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1000.0,0.0,32.0,Central,Professional,519,4
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,2.0,0.0,5.0,1.0,0.0,2.0,2807.38,65.0,2.71,1.0,9.0,24.0,1.0,4.0,41.0,1.0,7.0,68492.66,87124.42,32.0,Central,Corporate Employee,3880,7
0.0,,Male,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,61.0,Northern,Corporate Employee,768,4
0.0,0.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,10576.08,79.0,3.29,1.0,9.0,16.0,1.0,3.0,63.0,1.0,7.0,97492.0,92094.98,33.0,Northeastern,Corporate Employee,4236,5
0.0,,Female,others,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,2111.47,37.0,1.85,1.0,6.0,11.0,1.0,2.0,26.0,1.0,4.0,14002.0,12921.32,31.0,Northeastern,Corporate Employee,1727,1
0.0,0.0,Female,high school,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,Central,Corporate Employee,1652,5
0.0,0.0,Female,,single,4.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,2.5,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,15676.0,15683.55,31.0,Eastern,Corporate Employee,2837,1
0.0,,Male,,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,2524.1,55.0,2.62,1.0,6.0,14.0,1.0,3.0,41.0,1.0,4.0,29326.0,27820.0,38.0,Western,Corporate Employee,3126,4
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,231.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,Central,Corporate Employee,3135,3
0.0,0.0,Female,less than high school,married,4.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,27.48,18.0,1.64,1.0,4.0,9.0,1.0,3.0,9.0,1.0,2.0,6200.0,8250.0,50.0,Western,Entrepreneur,4144,0
1.0,0.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,42.0,Northeastern,Freelancer,124,6
0.0,,Male,bachelor's degree,married - registered,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,52.0,Southern,Corporate Employee,3182,8
1.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,53.0,Central,Homemaker,1941,5
0.0,,Female,,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,379.7,47.0,1.96,1.0,7.0,6.0,1.0,4.0,41.0,1.0,3.0,12784.88,15808.43,28.0,Southern,Unemployed,1245,1
0.0,,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,23.0,Central,Student,820,1
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,98.85,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,35000.0,35000.0,30.0,Central,Student,1404,3
0.0,1.0,Male,bachelor's degree,married,7.0,5.0,10.0,0.0,4.0,1.0,0.0,5.0,221297.1,31.0,2.21,1.0,9.0,10.0,1.0,3.0,21.0,1.0,7.0,97286.47,268427.85,36.0,Central,Professional,1383,8
0.0,0.0,Male,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,28.0,Northeastern,Corporate Employee,101,2
0.0,,Female,,single,4.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1098.0,7.0,2.33,1.0,4.0,2.0,1.0,1.0,5.0,2.0,3.0,23733.0,23035.0,22.0,Central,Student,1576,1
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,326.89,42.0,2.8,1.0,9.0,30.0,1.0,7.0,12.0,1.0,2.0,7340.0,7594.0,41.0,Central,Corporate Employee,1639,3
0.0,,Female,others,single,3.0,3.0,3.0,0.0,3.0,2.0,0.0,3.0,5401.76,122.0,4.07,1.0,10.0,25.0,1.0,3.0,97.0,1.0,8.0,28037.41,29741.06,24.0,Central,Corporate Employee,1796,1
0.0,,Male,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,26.0,Western,Other,1284,4
0.0,1.0,Male,others,single,5.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,3000.0,9.0,1.29,1.0,3.0,3.0,1.0,1.0,6.0,1.0,3.0,5125.0,8125.0,41.0,Central,Corporate Employee,4187,4
0.0,,Male,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,23.0,Central,Student,3509,4
0.0,,Male,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,61.0,Eastern,Corporate Employee,4041,4
0.0,,Male,bachelor's degree,single,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,61645.31,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,7727.16,49.0,Central,Corporate Employee,2136,8
0.0,,Female,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,20.13,8.0,1.6,1.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,11397.52,11400.0,44.0,Northern,Corporate Employee,3394,1
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,5.0,1.0,3.0,1.0,0.0,1.0,2886.57,32.0,2.13,1.0,5.0,10.0,1.0,2.0,22.0,1.0,4.0,7120.0,6816.0,41.0,Central,Corporate Employee,1518,3
0.0,0.0,Male,others,married - registered,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,Northeastern,Corporate Employee,1353,4
0.0,0.0,Male,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,36.0,Central,Freelancer,2084,6
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,44.0,Central,Corporate Employee,3831,2
0.0,,Female,,single,3.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,14044.73,3.0,1.5,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,14042.0,14042.0,28.0,Eastern,Corporate Employee,3117,1
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,33.0,Central,Freelancer,4316,6
0.0,0.0,Female,bachelor's degree,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,11832.41,59.0,2.68,1.0,8.0,13.0,1.0,3.0,46.0,1.0,5.0,195005.5,185373.1,36.0,Central,Corporate Employee,983,3
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,19051.7,111.0,3.58,1.0,9.0,28.0,1.0,5.0,83.0,1.0,6.0,43945.79,34853.0,28.0,Central,Student,457,5
0.0,,Male,others,married - registered,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,39.0,Central,Corporate Employee,2686,4
0.0,0.0,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,31.0,Eastern,Corporate Employee,3423,5
0.0,1.0,Female,bachelor's degree,single,7.0,4.0,8.0,1.0,0.0,1.0,0.0,1.0,185585.76,6.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,37087.51,39381.08,71.0,Central,Corporate Employee,1951,3
0.0,0.0,Female,high school,single,5.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,751.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,700.0,0.0,58.0,Central,Freelancer,3411,6
0.0,0.0,Male,bachelor's degree,married - registered,6.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,9956.22,382.0,12.32,3.0,19.0,289.0,2.0,18.0,93.0,1.0,8.0,547257.52,553439.36,44.0,Northeastern,Corporate Employee,3586,8
0.0,0.0,Male,less than high school,separate,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,22088.03,8.0,1.6,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,4125.0,44905.0,60.0,Northeastern,Corporate Employee,382,2
0.0,,Female,,,4.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,60176.55,31.0,1.72,1.0,9.0,3.0,1.0,1.0,28.0,1.0,9.0,170000.0,148176.0,37.0,Central,Freelancer,642,6
0.0,1.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,43.0,Northeastern,Entrepreneur,2723,8
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,6014.43,9.0,1.5,1.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,10300.0,4300.0,27.0,Northeastern,Student,3113,5
0.0,,Female,,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,28.0,Central,Corporate Employee,1954,1
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,1604.08,58.0,2.52,1.0,11.0,13.0,1.0,3.0,45.0,1.0,10.0,14729.0,14564.21,31.0,Northern,Corporate Employee,1491,3
0.0,,Male,,others,6.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,23.5,117.0,4.68,1.0,15.0,33.0,1.0,5.0,84.0,1.0,11.0,42258.0,42251.46,32.0,Eastern,Corporate Employee,2089,4
0.0,,Female,,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,513.43,11.0,1.57,1.0,3.0,4.0,1.0,1.0,7.0,1.0,2.0,7942.0,7430.0,19.0,Southern,Student,1011,1
0.0,,Female,others,others,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,500.0,84.0,3.11,1.0,9.0,22.0,1.0,3.0,62.0,1.0,7.0,39250.0,40780.71,44.0,Western,Corporate Employee,287,1
0.0,0.0,Male,less than high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,86.27,115.0,3.71,1.0,9.0,35.0,1.0,3.0,80.0,1.0,6.0,23992.24,23990.67,23.0,Southern,Student,4343,2
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,39.0,Central,Homemaker,663,3
0.0,0.0,Male,doctorate's degree,single,4.0,4.0,5.0,1.0,2.0,2.0,0.0,3.0,34474.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8750.0,0.0,38.0,Northern,Professional,2534,8
1.0,0.0,Female,high school,married,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,68679.55,34.0,2.13,1.0,6.0,6.0,1.0,3.0,28.0,1.0,3.0,462147.67,746586.0,56.0,Central,Corporate Employee,2742,5
0.0,0.0,Male,others,married - registered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,38.0,Eastern,Corporate Employee,4145,4
0.0,1.0,Female,bachelor's degree,single,5.0,4.0,11.0,4.0,1.0,1.0,0.0,2.0,2019.81,6.0,1.5,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,5000.0,6675.54,59.0,Central,Corporate Employee,2217,3
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,3.0,2.0,3.0,2.0,0.0,1.0,1630532.22,4.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,58570.0,7002.62,32.0,Western,Entrepreneur,1885,0
0.0,0.0,Female,bachelor's degree,married - non registered,10.0,10.0,2.0,3.0,6.0,1.0,0.0,1.0,25032.82,193.0,6.23,2.0,14.0,81.0,1.0,6.0,112.0,1.0,11.0,203700.96,201163.14,37.0,Central,Corporate Employee,3452,3
0.0,,Male,,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,4351.13,27.0,2.08,1.0,9.0,18.0,1.0,8.0,9.0,1.0,2.0,31910.0,27656.72,42.0,Southern,Freelancer,3610,6
0.0,1.0,Female,master's degree,single,9.0,6.0,11.0,3.0,5.0,1.0,0.0,5.0,66528.61,31.0,1.82,1.0,5.0,5.0,1.0,2.0,26.0,1.0,3.0,185810.29,263066.84,81.0,Central,Corporate Employee,3500,3
1.0,0.0,Female,others,married - registered,7.0,7.0,2.0,1.0,4.0,0.0,0.0,1.0,230.94,71.0,2.84,1.0,7.0,14.0,1.0,3.0,57.0,1.0,5.0,26809.38,34479.0,38.0,Northeastern,Entrepreneur,2360,0
0.0,0.0,Male,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.0,Northeastern,Corporate Employee,2553,2
0.0,0.0,Male,less than high school,single,5.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,2.27,9.0,1.8,1.0,3.0,3.0,1.0,1.0,6.0,1.0,2.0,41659.0,41656.73,60.0,Central,Corporate Employee,3286,2
0.0,1.0,Female,bachelor's degree,married - non registered,7.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,4126.9,7.0,1.4,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,35000.16,34325.02,42.0,Central,Entrepreneur,2963,0
0.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,59.0,Central,Homemaker,846,5
0.0,,Female,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,37.0,Southern,Corporate Employee,543,1
0.0,1.0,Male,bachelor's degree,married,4.0,4.0,2.0,1.0,4.0,1.0,0.0,2.0,5560.77,8.0,1.6,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,7610.0,5910.0,38.0,Central,Entrepreneur,2499,8
1.0,2.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,52.0,Central,Entrepreneur,92,2
0.0,0.0,Male,high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,21964.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,Northeastern,Corporate Employee,2779,2
0.0,,Female,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,45.87,23.0,Northeastern,Student,3265,1
0.0,0.0,Male,less than high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,5179.14,31.0,1.63,1.0,4.0,7.0,1.0,1.0,24.0,1.0,3.0,24941.0,48041.86,46.0,Eastern,Freelancer,2302,6
2.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,56.0,Northern,Freelancer,1980,6
0.0,,Female,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Central,Corporate Employee,1197,1
0.0,,Male,,married - registered,6.0,6.0,1.0,0.0,5.0,1.0,0.0,1.0,8511.29,51.0,1.89,1.0,4.0,5.0,1.0,1.0,46.0,1.0,3.0,15671.0,10923.93,51.0,Southern,Corporate Employee,2132,4
0.0,,Female,,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,35.12,76.0,3.04,1.0,8.0,13.0,1.0,3.0,63.0,1.0,7.0,18643.05,31238.75,29.0,Central,Corporate Employee,1103,1
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,6774.14,185.0,6.17,2.0,11.0,44.0,1.0,4.0,141.0,1.0,8.0,49566.0,45106.91,43.0,Southern,Corporate Employee,3898,8
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,38.0,Eastern,Corporate Employee,2195,2
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0,112050.0,81.0,3.0,1.0,9.0,1.0,1.0,1.0,80.0,1.0,9.0,41094.7,49764.15,46.0,Southern,Corporate Employee,3910,3
0.0,0.0,Female,bachelor's degree,married - registered,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.0,Central,Entrepreneur,2802,0
1.0,0.0,Male,bachelor's degree,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.0,Central,Corporate Employee,2487,8
0.0,,Male,,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,33.0,Eastern,Corporate Employee,3601,4
1.0,0.0,Male,high school,divorce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,55.0,Central,Corporate Employee,3682,2
0.0,,Male,,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3659.54,363.0,13.96,1.0,48.0,68.0,1.0,9.0,295.0,1.0,39.0,35676.0,32126.88,24.0,Central,Corporate Employee,3748,4
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,2961.79,138.0,4.76,1.0,21.0,45.0,1.0,14.0,93.0,1.0,11.0,50379.55,48188.9,29.0,Eastern,Corporate Employee,1049,3
0.0,1.0,Female,less than high school,married,9.0,7.0,5.0,1.0,4.0,0.0,0.0,1.0,2709.73,77.0,2.96,1.0,7.0,30.0,1.0,3.0,47.0,1.0,4.0,193500.0,196880.24,56.0,Northeastern,Entrepreneur,1961,0
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,1.0,0.0,5.0,2.0,0.0,1.0,29555.0,35.0,2.19,1.0,5.0,16.0,1.0,2.0,19.0,1.0,3.0,93401.49,65408.99,41.0,Central,Freelancer,4196,6
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Eastern,Corporate Employee,899,5
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,Northern,Corporate Employee,1460,3
0.0,,Female,,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,Western,Student,2359,1
0.0,,Female,others,single,7.0,7.0,7.0,1.0,3.0,1.0,0.0,2.0,13.64,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,16100.0,16096.0,28.0,Central,Corporate Employee,238,1
1.0,0.0,Female,bachelor's degree,divorce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,61.0,Central,Corporate Employee,2701,3
0.0,,Female,,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,Southern,Corporate Employee,2209,1
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,33.0,Central,Corporate Employee,1134,2
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,56.0,Central,Corporate Employee,4087,2
0.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,35.0,Southern,Corporate Employee,1806,5
1.0,0.0,Male,others,married - registered,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,261.92,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,8100.0,8009.84,48.0,Central,Corporate Employee,4205,8
0.0,0.0,Female,high school,single,5.0,5.0,2.0,0.0,5.0,0.0,0.0,2.0,1159.56,80.0,3.08,1.0,7.0,23.0,1.0,3.0,57.0,1.0,5.0,33939.0,35534.21,46.0,Central,Corporate Employee,164,5
0.0,1.0,Female,bachelor's degree,single,5.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0,166.2,24.0,1.5,1.0,3.0,10.0,1.0,2.0,14.0,1.0,2.0,21376.0,152552.78,43.0,Northeastern,Entrepreneur,2241,0
0.0,0.0,Male,others,married - non registered,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,17382.47,26.0,1.73,1.0,5.0,6.0,1.0,3.0,20.0,1.0,2.0,72945.0,95515.5,49.0,Central,Entrepreneur,253,0
1.0,0.0,Female,others,others,3.0,3.0,3.0,0.0,2.0,1.0,0.0,3.0,25758.52,124.0,4.13,1.0,17.0,23.0,1.0,5.0,101.0,1.0,12.0,109492.77,130567.12,35.0,Northeastern,Corporate Employee,3754,5
0.0,,Female,,married,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,29.0,Eastern,Corporate Employee,2624,1
0.0,1.0,Female,master's degree,married,3.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,298259.58,3.0,1.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,28200.0,6165.79,36.0,Central,Corporate Employee,2764,3
0.0,1.0,Female,bachelor's degree,divorce,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,2527.47,87.0,3.22,1.0,8.0,14.0,1.0,2.0,73.0,1.0,8.0,47654.0,47064.34,44.0,Western,Entrepreneur,1792,0
0.0,0.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,42.0,Eastern,Freelancer,4149,6
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,41.0,Central,Corporate Employee,1812,5
0.0,0.0,Male,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,Eastern,Corporate Employee,2303,4
0.0,0.0,Male,high school,married,6.0,6.0,1.0,1.0,4.0,0.0,0.0,1.0,71.67,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,19928.0,19900.0,45.0,Eastern,Corporate Employee,3464,2
0.0,,Female,bachelor's degree,single,5.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,1001.86,83.0,3.77,1.0,12.0,26.0,1.0,4.0,57.0,1.0,8.0,58967.0,62746.0,37.0,Central,Corporate Employee,931,3
0.0,1.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,44.0,Central,Corporate Employee,4018,2
0.0,,Male,others,single,7.0,7.0,5.0,4.0,5.0,1.0,0.0,2.0,11908.36,117.0,4.5,1.0,35.0,40.0,1.0,8.0,77.0,1.0,27.0,105050.79,94646.0,28.0,Central,Corporate Employee,2160,4
0.0,0.0,Male,less than high school,married,4.0,4.0,4.0,0.0,4.0,1.0,0.0,1.0,542616.77,163.0,5.26,1.0,12.0,60.0,1.0,6.0,103.0,1.0,11.0,158084.69,556219.88,32.0,Northeastern,Corporate Employee,3514,2
0.0,0.0,Male,high school,single,5.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,5.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,25.0,Central,Corporate Employee,1699,2
0.0,,Male,,,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,52.01,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,54.0,Southern,Corporate Employee,3442,4
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,43496.98,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4800.0,7700.0,37.0,Central,Corporate Employee,3396,3
