Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,Demog Summary
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.01,6.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4250.0,4250.0,35,Central,Corporate Employee,3750,"This individual reflects a mid-career male corporate professional residing in the Central region. With a high school education as his academic foundation, he navigates his professional life as a single adult without children, allowing him to focus on personal and career growth."
0.0,2.0,Male,master's degree,married,6.0,6.0,1.0,1.0,5.0,1.0,0.0,1.0,62895.42,15.0,1.25,1.0,3.0,3.0,1.0,1.0,12.0,1.0,2.0,90000.0,27218.0,57,Central,Corporate Employee,279,"This individual is a seasoned male professional in his late 50s, working as a corporate employee and residing in the Central region. With a master’s degree, he brings a high level of education to his career, likely contributing to a well-established position in his field. Married but without children, his household dynamics suggest a focus on personal or shared pursuits rather than parenting responsibilities."
0.0,Unknown,Female,Unknown,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19,Central,Corporate Employee,3756,"This individual is a young, single woman embarking on her professional journey as a corporate employee in the Central region. With her education background unspecified, she is likely navigating early career opportunities while balancing the independence of a life without children. Her profile reflects the aspirations and flexibility typical of someone at this stage of life, focused on building a foundation for future growth."
1.0,0.0,Female,others,single,6.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,1404.51,99.0,3.81,1.0,12.0,35.0,1.0,5.0,64.0,1.0,7.0,364462.0,365550.72,47,Central,Entrepreneur,1878,"This customer represents a mid-life, independent female entrepreneur residing in the Central region. With a non-traditional educational background, she has carved out her own professional path, balancing her business pursuits with the responsibilities of raising one child as a single parent."
1.0,1.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45,Eastern,Freelancer,4096,"This customer represents a mid-life female freelancer residing in the Eastern region, whose high school education has shaped her adaptable and self-directed career path. As a married individual with one child, she balances her professional independence with the responsibilities of family life, reflecting a dynamic and multifaceted lifestyle."
0.0,0.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33,Eastern,Corporate Employee,2131,"This customer represents an early-career professional female working in the corporate sector, residing in the Eastern region. With a high school education as her academic foundation, she has likely built her career through practical experience and workplace learning. Married but without children, her current life stage suggests a focus on personal and professional growth, potentially prioritizing career advancement and financial stability."
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,23.35,47.0,3.36,1.0,15.0,14.0,1.0,3.0,33.0,1.0,12.0,25302.84,25281.0,28,Southern,Corporate Employee,156,"This individual is a young adult female navigating her early career as a corporate employee in the Southern region. With a high school education as her academic foundation, she is focused on personal and professional growth. Currently single and without children, her lifestyle reflects the flexibility and independence often associated with this stage of life."
0.0,0.0,Male,high school,single,6.0,6.0,1.0,1.0,5.0,0.0,0.0,1.0,8.45,34.0,1.89,1.0,6.0,24.0,1.0,5.0,10.0,1.0,2.0,15630.0,15649.04,33,Central,Entrepreneur,3086,"This customer represents an ambitious young male entrepreneur based in the central region, navigating his early 30s with a focus on building his career. With a high school education as his foundation, he has channeled his drive into independent ventures. Currently single and without children, he enjoys the flexibility to prioritize professional growth and explore opportunities in his field."
0.0,Unknown,Male,others,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,91.54,23.0,1.77,1.0,5.0,3.0,1.0,1.0,20.0,1.0,4.0,49015.0,89015.0,40,Central,Corporate Employee,1721,"This individual reflects a mid-career male corporate professional residing in the Central region. With a non-traditional educational background, he has carved a path in the corporate world, balancing professional ambitions with a single lifestyle. At 40 years old and without children, his focus likely leans toward personal growth, career advancement, and discretionary pursuits, shaping a dynamic yet independent life stage."
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,74745.59,50.0,3.57,1.0,15.0,40.0,1.0,14.0,10.0,1.0,2.0,87148.13,18675.98,68,Northern,Corporate Employee,2124,"This customer represents a seasoned, independent woman in her late 60s who has built a career as a corporate employee. Residing in the Northern region, she brings the perspective of someone with a bachelor's degree, reflecting a solid educational foundation. As a single individual with no children, her lifestyle likely emphasizes personal growth, professional achievements, and leisure pursuits."
0.0,Unknown,Female,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25,Southern,Student,3615,"This individual is a young adult female pursuing her studies, residing in the Southern region. With an educational background categorized as ""other,"" she is currently focused on academic or alternative learning paths. As a single woman without children, her lifestyle likely reflects the independence and exploration typical of her stage in life."
0.0,0.0,Female,vocational certificate/ diploma,Unknown,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,40137.92,50.0,2.5,1.0,6.0,12.0,1.0,2.0,38.0,1.0,4.0,52190.0,14899.84,27,Northern,Student,924,"This individual is a young adult female pursuing studies in the Northern region, equipped with a vocational certificate or diploma that reflects her focus on practical skills. While her marital status is unspecified, she currently has no children, allowing her to concentrate on academic and personal growth. As a student, she is likely navigating an early career stage, balancing aspirations for future opportunities with her current educational commitments."
0.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34,Northeastern,Entrepreneur,1186,"This customer represents an ambitious, early-career female entrepreneur based in the bustling Northeastern region. With a high school education as her foundation, she has channeled her drive into building her own business. Currently single and without children, she is in a phase of life that allows her to focus on personal and professional growth, likely seeking opportunities and experiences that align with her independent lifestyle and career aspirations."
0.0,0.0,Male,vocational certificate,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,13.3,15.0,1.88,1.0,4.0,9.0,1.0,2.0,6.0,1.0,2.0,2610.0,2600.0,21,Northeastern,Student,3989,"This individual is a young adult male pursuing his studies while residing in the Northeastern region. With a vocational certificate as his educational foundation, he is focused on building practical skills for his future career. Currently single and without children, his lifestyle reflects the independence and exploration typical of his life stage."
0.0,1.0,Male,less than high school,married - registered,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,228.65,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,820.0,1000.0,53,Central,Entrepreneur,670,"This individual is a midlife male entrepreneur residing in the Central region, navigating his career with a practical mindset shaped by an education level below high school. As a registered married partner with no children, his focus likely leans toward professional growth and stability within his personal life."
0.0,1.0,Female,master's degree,single,11.0,7.0,16.0,4.0,3.0,1.0,0.0,4.0,364367.22,24.0,1.6,1.0,4.0,6.0,1.0,1.0,18.0,1.0,3.0,245423.58,143966.5,59,Central,Corporate Employee,1345,"This customer represents an experienced, career-focused female corporate professional based in the Central region. With a master’s degree, she is likely highly skilled and values intellectual growth and expertise in her field. At 59 years old and single, she appears to prioritize personal and professional independence, with no children shaping her household dynamics."
0.0,0.0,Female,bachelor's degree,divorce,5.0,5.0,1.0,1.0,4.0,0.0,0.0,1.0,3914.96,46.0,2.42,1.0,7.0,5.0,1.0,2.0,41.0,1.0,6.0,44407.0,53179.61,36,Eastern,Corporate Employee,3817,"This individual is a career-focused 36-year-old woman working as a corporate employee in the Eastern region. With a bachelor's degree shaping her professional foundation, she brings a well-educated perspective to her endeavors. Currently divorced and without children, her lifestyle reflects independence and a focus on personal and professional growth within her urban environment."
0.0,0.0,Female,bachelor's degree,single,7.0,5.0,4.0,3.0,2.0,0.0,0.0,1.0,13726.56,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12000.0,11500.0,30,Central,Corporate Employee,649,"This individual is a career-focused 30-year-old woman working as a corporate professional in the Central region. With a bachelor's degree shaping her educational foundation, she is navigating her professional and personal growth as a single individual without children. Her current life stage reflects a blend of ambition and independence, characteristic of someone building a solid foundation for future opportunities."
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,4.0,0.0,3.0,1.0,0.0,1.0,18.9,5.0,1.25,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,200.0,525.0,27,Western,Student,544,"This individual is a young adult male pursuing academic or professional growth as a student in the Western region. With a bachelor's degree already completed, he is likely focused on furthering his education or transitioning into the workforce. Being single and without children, his current lifestyle is characterized by personal independence and flexibility, allowing him to prioritize his studies and career aspirations."
0.0,2.0,Male,master's degree,married,7.0,5.0,12.0,2.0,1.0,0.0,0.0,3.0,3651223.4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,389.18,144827.29,46,Central,Corporate Employee,4071,"This customer represents a mid-career male corporate professional based in the Central region, equipped with a master’s degree that underscores a strong academic foundation. As a married individual without children, he likely enjoys a dual-income household, which may afford him greater financial flexibility. His life stage suggests a focus on career growth and stability, potentially paired with an interest in long-term planning and investments."
0.0,1.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,31,Central,Student,2441,"This individual is a young adult male pursuing academic or professional growth as a student in the Central region. With a high school education as his foundation, he is likely focused on advancing his skills or qualifications. Being single and without children, his current lifestyle allows for flexibility and independence, which may influence his priorities and spending habits."
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,18598.11,19.0,1.46,1.0,2.0,5.0,1.0,1.0,14.0,1.0,2.0,30295.0,29949.0,30,Eastern,Corporate Employee,2253,"This individual is a career-focused 30-year-old woman working in the corporate sector, residing in the Eastern region. While her educational background is not specified, her single status and absence of children suggest she is likely prioritizing personal and professional growth at this stage of life."
0.0,0.0,Male,high school,single,5.0,5.0,2.0,1.0,4.0,1.0,0.0,2.0,113644.64,43.0,3.58,1.0,14.0,9.0,1.0,2.0,34.0,1.0,12.0,262764.06,171590.0,39,Northeastern,Corporate Employee,613,"This individual is a 39-year-old single male working as a corporate employee in the bustling Northeastern region. With a high school education as his academic foundation, he is navigating his career while maintaining a focus on personal growth. As someone without children, his lifestyle reflects the flexibility and independence often associated with this stage of life."
0.0,Unknown,Male,bachelor's degree,married - registered,6.0,6.0,1.0,2.0,4.0,0.0,0.0,1.0,12740.95,45.0,2.05,1.0,5.0,4.0,1.0,1.0,41.0,1.0,5.0,60260.0,81682.3,58,Central,Corporate Employee,1024,"This individual reflects a seasoned, middle-aged male corporate professional residing in the Central region. With a bachelor's degree shaping his career trajectory, he brings a well-rounded educational foundation to his role. As a married man in a registered partnership, he enjoys a stable personal life, though he and his spouse have chosen not to have children. His profile suggests a focus on career and partnership, characteristic of someone in a mature and established phase of life."
0.0,Unknown,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34,Central,Corporate Employee,1445,"This individual is a mid-career male corporate professional residing in the Central region. With a bachelor’s degree shaping his educational foundation, he is focused on advancing his career while maintaining a single lifestyle. At 34 years old, he is in a life stage often characterized by professional growth and personal exploration, with no children currently influencing his household dynamics."
0.0,0.0,Female,bachelor's degree,single,6.0,5.0,3.0,0.0,5.0,1.0,0.0,1.0,4809.48,50.0,2.78,1.0,12.0,15.0,1.0,7.0,35.0,1.0,8.0,31213.0,50415.0,26,Central,Student,220,"This customer represents a young, independent woman pursuing academic and career aspirations as a student in the Central region. With a bachelor's degree already completed, she is likely focused on furthering her education or transitioning into her professional journey. Being single and without children, her lifestyle may prioritize personal growth, exploration, and building a foundation for future opportunities."
2.0,0.0,Female,high school,married,7.0,6.0,5.0,0.0,3.0,2.0,0.0,3.0,517784.04,83.0,2.96,1.0,7.0,18.0,1.0,3.0,65.0,1.0,6.0,74030.31,49811.91,58,Northeastern,Freelancer,2685,"This customer represents an experienced, middle-aged female freelancer residing in the Northeastern region. With a high school education, she balances her professional independence with the responsibilities of family life. Married and a mother of two, her household likely reflects a blend of stability and ongoing engagement with her children’s needs, potentially teenagers or young adults. Her life stage suggests a focus on maintaining work-life balance while planning for long-term goals, such as financial security or family-oriented investments."
0.0,Unknown,Female,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,87.7,52.0,3.47,1.0,9.0,4.0,1.0,1.0,48.0,1.0,9.0,60300.0,70382.28,26,Eastern,Student,2935,"This individual is a young adult female pursuing her studies in the Eastern region. With an educational background categorized as ""others,"" she is currently focused on academic or alternative learning paths. Unmarried and without children, her lifestyle reflects the independence and exploration typical of her stage in life."
0.0,0.0,Female,bachelor's degree,married - registered,7.0,7.0,5.0,1.0,4.0,1.0,0.0,1.0,233.16,27.0,2.08,1.0,5.0,7.0,1.0,2.0,20.0,1.0,3.0,212000.0,214861.68,38,Northeastern,Entrepreneur,848,"This customer represents an established, career-focused woman in her late 30s, thriving as an entrepreneur in the Northeastern region. With a bachelor's degree shaping her professional foundation, she brings a blend of ambition and expertise to her endeavors. Married and in a registered partnership, she balances her personal commitments with her entrepreneurial pursuits, though her household currently does not include children."
0.0,Unknown,Male,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,14712.4,5.0,1.25,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,25793.44,17815.0,53,Northeastern,Corporate Employee,1865,"This individual is a middle-aged married man working as a corporate employee in the Northeastern region. With an education level below high school, he may prioritize practical experience over formal academics in his professional and personal life. His household is child-free, which could allow for greater flexibility in lifestyle and financial planning."
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,43,Western,Freelancer,2883,"This customer represents an independent, mid-career female freelancer residing in the Western region. With a high school education as her academic foundation, she has carved out a self-directed professional path. Currently single and without children, her lifestyle reflects a focus on personal and career growth, offering flexibility and adaptability in her pursuits."
0.0,1.0,Male,master's degree,married,4.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,1742.17,4.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,141239.92,141861.67,52,Central,Entrepreneur,508,"This individual represents an experienced male entrepreneur in his early fifties, residing in the Central region. With a master’s degree, he brings a strong educational foundation to his professional pursuits. Married but without children, his lifestyle likely allows for a focus on career growth and personal interests, reflecting a stable and established phase of life."
0.0,1.0,Female,bachelor's degree,single,4.0,4.0,3.0,0.0,3.0,1.0,0.0,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Central,Corporate Employee,4085,"This individual reflects a mid-career professional woman working in the corporate sector, residing in the Central region. At 38 years old, she holds a bachelor's degree, which underscores her educational foundation for navigating the demands of her role. As a single person with no children, her current lifestyle likely allows for a focus on personal and professional growth, with flexibility to explore diverse interests and opportunities."
0.0,0.0,Female,high school,married,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,1347.87,6.0,1.5,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,4000.0,3031.0,30,Central,Entrepreneur,1452,"This customer exemplifies a young adult female entrepreneur residing in the central region, navigating her career with the resourcefulness and drive often associated with self-starters. Having completed high school, she brings practical knowledge and determination to her professional pursuits. Married but without children, she is likely focused on building her business and personal aspirations, balancing her commitments within a dynamic and evolving life stage."
0.0,0.0,Female,vocational certificate/ diploma,single,6.0,6.0,3.0,0.0,5.0,1.0,0.0,2.0,4463.83,28.0,1.4,1.0,6.0,1.0,1.0,1.0,27.0,1.0,6.0,25408.04,46576.0,36,Northeastern,Corporate Employee,379,"This individual is a career-focused 36-year-old woman working as a corporate employee in the Northeastern region. With a vocational certificate or diploma, she has cultivated specialized skills that support her professional growth. Currently single and without children, she is likely navigating a phase of personal and career development, balancing opportunities for advancement with the flexibility of an independent lifestyle."
0.0,0.0,Female,high school,married - registered,5.0,5.0,1.0,0.0,4.0,2.0,1.0,1.0,10341.18,452.0,14.58,1.0,80.0,341.0,1.0,78.0,111.0,1.0,8.0,227774.68,240902.2,36,Eastern,Corporate Employee,679,"This individual is a mid-career female corporate employee residing in the Eastern region. With a high school education as her academic foundation, she has built a professional life while maintaining a registered marriage. Currently, she and her spouse do not have children, allowing her to focus on both personal and career aspirations at this stage of life."
1.0,0.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,51787.87,12.0,1.33,1.0,2.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,28408.24,43,Southern,Entrepreneur,1619,"This customer represents a mid-career female entrepreneur residing in the Southern region, whose high school education has likely shaped her practical and resourceful approach to business. As a married individual with one child, she balances the demands of family life with the responsibilities of running her own enterprise, reflecting a dynamic and goal-oriented lifestyle."
0.0,0.0,Male,less than high school,single,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,2022.16,46.0,3.07,1.0,18.0,30.0,1.0,17.0,16.0,1.0,3.0,9378.0,7360.0,38,Central,Entrepreneur,3545,"This customer represents a mid-career male entrepreneur based in the Central region, navigating opportunities with a less-than-high-school education. As a single individual with no children, he is likely focused on personal and professional growth, leveraging his entrepreneurial spirit to carve out his path."
0.0,0.0,Male,bachelor's degree,single,6.0,6.0,5.0,0.0,6.0,1.0,0.0,2.0,1316.15,109.0,4.19,1.0,13.0,23.0,1.0,4.0,86.0,1.0,9.0,118333.0,118476.5,38,Eastern,Corporate Employee,680,"This individual embodies a career-focused male in his late 30s, working as a corporate professional in the Eastern region. With a bachelor's degree shaping his educational foundation, he is likely to value opportunities for growth and advancement in his field. Being single and without children, his lifestyle may lean toward personal development, travel, or leisure pursuits, reflecting a focus on independence and self-enrichment."
0.0,Unknown,Female,Unknown,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7001.29,29.0,1.93,1.0,4.0,8.0,1.0,2.0,21.0,1.0,4.0,23743.0,18575.79,23,Central,Student,782,"This individual is a young adult female currently navigating life as a student in the Central region. With her educational background unspecified, she is likely focused on academic or personal growth at this stage. Being single and without children, her responsibilities are centered on self-development and future aspirations, characteristic of someone in the early stages of adulthood."
0.0,0.0,Male,less than high school,married - registered,6.0,6.0,4.0,0.0,4.0,2.0,0.0,1.0,1066.88,35.0,2.19,1.0,4.0,9.0,1.0,2.0,26.0,1.0,3.0,36884.0,36317.89,42,Eastern,Corporate Employee,3436,"This individual embodies a mid-career male corporate professional residing in the Eastern region. With an education level below high school, he has navigated his career path through practical experience and skill development. Married and in a registered partnership, he and his spouse share a household without children, allowing for a focus on personal and professional pursuits."
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,19830.29,15.0,1.67,1.0,3.0,10.0,1.0,2.0,5.0,1.0,1.0,71760.0,82604.13,39,Southern,Corporate Employee,1838,"This individual reflects a career-focused, mid-life professional who is a 39-year-old female excelling in the corporate sector. Residing in the Southern region, she brings the perspective of someone with a bachelor’s degree, which complements her professional ambitions. As a single woman without children, her lifestyle likely emphasizes personal growth, career advancement, and opportunities for exploration."
0.0,1.0,Male,bachelor's degree,married - registered,8.0,7.0,5.0,1.0,3.0,2.0,0.0,3.0,4908188.28,72.0,2.77,1.0,8.0,46.0,1.0,6.0,26.0,1.0,5.0,143321.58,178966.39,57,Central,Entrepreneur,2970,"This individual reflects an experienced male entrepreneur residing in the Central region, whose bachelor's degree likely supports his business endeavors. At 57 years old, he is in a mature life stage, navigating both personal and professional commitments alongside his registered marriage. With no children, his focus may lean toward career growth and personal pursuits, shaping his financial and lifestyle priorities."
0.0,0.0,Female,vocational certificate,married - registered,7.0,7.0,1.0,2.0,5.0,0.0,0.0,1.0,7009.91,675.0,24.11,3.0,51.0,131.0,1.0,11.0,544.0,2.0,44.0,552841.75,564835.71,48,Central,Corporate Employee,2485,"This customer is a mid-life professional woman working as a corporate employee in the Central region. With a vocational certificate as her educational foundation, she brings a practical skill set to her career. Married and in a registered partnership, she and her spouse share a household without children, allowing her to focus on personal and professional growth."
0.0,0.0,Female,vocational certificate,married - registered,6.0,5.0,2.0,1.0,3.0,0.0,0.0,2.0,41297.29,99.0,3.54,1.0,8.0,66.0,1.0,6.0,33.0,1.0,3.0,46363.54,6364.23,48,Central,Corporate Employee,383,"This profile reflects a mid-life professional woman working as a corporate employee in the Central region. With a vocational certificate as her educational foundation, she brings practical expertise to her career. Married and formally registered, she shares her life with her spouse but does not have children, allowing her to focus on personal and professional pursuits."
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,35,Eastern,Student,3609,"This individual is a mid-30s single male pursuing studies in the Eastern region, reflecting a commitment to personal development despite a high school education as his highest qualification. With no children to care for, his focus remains on academic growth and future opportunities, suggesting a transitional life stage with evolving priorities."
0.0,0.0,Male,high school,married,3.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,13.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Central,Corporate Employee,3400,"This individual embodies a mid-career male corporate professional residing in the Central region. With a high school education as his academic foundation, he has established a stable life alongside his spouse. Although he and his partner do not have children, his focus remains on navigating the demands of his career while maintaining a balanced personal life."
0.0,0.0,Male,bachelor's degree,married - registered,7.0,6.0,5.0,2.0,3.0,1.0,0.0,1.0,85078.89,25.0,1.56,1.0,4.0,2.0,1.0,1.0,23.0,1.0,4.0,540000.0,1045495.32,47,Central,Corporate Employee,2821,"This individual is a mid-career male corporate professional residing in the Central region, holding a bachelor's degree that underscores his commitment to higher education. As a married man in a registered partnership, his lifestyle reflects stability and a focus on personal and professional growth. With no children, his responsibilities likely center around his career and shared goals with his spouse, shaping his financial and lifestyle priorities."
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,3.0,0.0,4.0,1.0,0.0,2.0,174261.92,156.0,5.78,1.0,15.0,34.0,1.0,6.0,122.0,1.0,9.0,940332.0,802853.23,58,Central,Entrepreneur,4146,"This customer represents an experienced, middle-aged male entrepreneur based in the Central region, leveraging the insights gained from his bachelor's degree to navigate his professional endeavors. As a single individual with no children, he enjoys the flexibility to focus on his business ventures and personal growth, embodying a lifestyle that balances ambition and independence."
0.0,0.0,Female,bachelor's degree,married,5.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,1736.1,4.0,1.33,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,9800.0,9765.0,42,Central,Corporate Employee,2291,"This individual embodies a mid-career professional woman working in the corporate sector, residing in the Central region. At 42 years old, she holds a bachelor's degree, reflecting a solid educational foundation that complements her career trajectory. Married but without children, her lifestyle likely focuses on personal and professional growth, balancing the demands of her role with the opportunities for leisure and self-development."
0.0,1.0,Male,high school,married - registered,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,41235.57,46.0,2.42,1.0,9.0,31.0,1.0,7.0,15.0,1.0,2.0,159077.0,120939.93,43,Central,Entrepreneur,2533,"This individual embodies a mid-life male entrepreneur residing in the Central region, whose high school education has likely shaped a practical and self-driven approach to his career. As a registered married partner without children, his lifestyle may center around balancing professional ambitions with personal commitments, reflecting a focus on building stability and growth at this stage of life."
0.0,Unknown,Female,high school,single,4.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,51700.07,30.0,3.0,1.0,6.0,14.0,1.0,3.0,16.0,1.0,3.0,11746.1,11579.92,28,Central,Student,3512,"This customer represents a young, single woman in the early stages of her academic and professional journey. Based in the Central region, she is currently a student with a high school education, likely focused on advancing her studies or preparing for future career opportunities. With no children, her lifestyle and financial priorities may center around personal development, education-related expenses, and exploring new experiences."
0.0,1.0,Female,bachelor's degree,single,6.0,6.0,2.0,1.0,3.0,1.0,0.0,2.0,5437.41,16.0,2.29,1.0,4.0,8.0,1.0,3.0,8.0,1.0,2.0,6020.0,9990.0,40,Central,Corporate Employee,3776,"This individual embodies a mid-career professional female navigating the corporate world from the Central region. With a bachelor's degree shaping her career trajectory, she brings a well-rounded educational foundation to her role. As a single woman without children, her lifestyle reflects a focus on personal and professional growth, characteristic of someone balancing independence and ambition."
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,1067.61,64.0,4.57,1.0,10.0,15.0,1.0,3.0,49.0,1.0,8.0,35853.0,36128.0,28,Central,Corporate Employee,2885,"This individual is a young, single male navigating the early stages of his professional career as a corporate employee in the Central region. With a high school education as his academic foundation, he is focused on building his future while balancing the independence of a life without children."
0.0,Unknown,Female,Unknown,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,64,Eastern,Homemaker,2067,"This customer represents a mature, married woman who dedicates her time to managing her household in the Eastern region. While her educational background is unspecified, her role as a homemaker suggests a focus on maintaining a well-organized domestic environment. With no children, her lifestyle may center around personal interests, community engagement, or supporting her family in other ways."
1.0,0.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4425.18,85.0,3.04,1.0,9.0,21.0,1.0,4.0,64.0,1.0,6.0,15711.0,21586.68,45,Central,Corporate Employee,2407,"This individual is a mid-career female corporate professional residing in the Central region. With a high school education as her academic foundation, she balances her professional responsibilities with her personal life as a married mother of one child. Her life stage reflects a blend of career stability and family commitments, shaping her priorities and decision-making."
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Northeastern,Student,2255,"This individual is a young adult female pursuing academic or professional growth as a student in the Northeastern region. With her education details unspecified, she is likely focused on building her future while remaining single and without children, reflecting a stage of life centered on personal and career development."
0.0,1.0,Male,master's degree,single,7.0,5.0,11.0,1.0,2.0,2.0,0.0,1.0,6484.32,15.0,1.5,1.0,3.0,6.0,1.0,2.0,9.0,1.0,2.0,689921.83,688951.0,47,Southern,Entrepreneur,1136,"This individual reflects a mid-life, single male entrepreneur residing in the Southern region, characterized by a strong academic foundation with a master’s degree. With no children, he is likely to focus his time and resources on advancing his business ventures and personal growth."
0.0,1.0,Female,master's degree,single,7.0,5.0,4.0,0.0,3.0,0.0,0.0,1.0,3620.16,19.0,1.58,1.0,5.0,4.0,1.0,1.0,15.0,1.0,5.0,13689.0,40617.86,63,Central,Corporate Employee,2432,"This customer represents an experienced, career-focused female corporate professional based in the Central region. With a master’s degree, she brings a high level of education to her work environment, reflecting a commitment to personal and professional growth. At 63 years old and single, she is navigating later career stages independently, without the responsibilities of raising children, allowing her to prioritize her ambitions and personal interests."
