CUST_ID,Number of Children,Age,Gender,Education level,Marital status,Region,Occupation Group,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services,finance_t0,financial_services_t0,home_lifestyle_t0,loan_t0,shopping_t0,utility_t0,health_and_care_t0,transport_travel_t0,leisure_t0,public_services_t0
1372,0.0,54,Female,less than high school,married,Western,Homemaker,0.0,0.0,0.0,4315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,0.0,0.0,0.0
1378,0.0,50,Male,vocational certificate,married,Northeastern,Corporate Employee,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
1381,0.0,54,Female,less than high school,married,Central,Homemaker,0.0,0.0,0.0,20015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,581.3,0.0,0.0,0.0,36.0
1383,0.0,38,Male,bachelor's degree,married,Central,Professional,25500.0,226.84,777.89,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,874.19,0.0,0.0,0.0,0.0,629.16,0.0,0.0,0.0,0.0
1388,0.0,27,Male,vocational certificate,single,Northeastern,Corporate Employee,0.0,0.0,463.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.93,0.0,0.0,0.0,0.0
1391,0.0,51,Male,high school,married,Central,Corporate Employee,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.8900000000001,0.0,0.0,0.0,0.0
1397,0.0,53,Female,bachelor's degree,married,Central,Other,4647.0,0.0,1084.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0
1401,0.0,34,Female,bachelor's degree,single,Central,Corporate Employee,10456.26,1457.93,8311.68,2305.34,1096.0,0.0,0.0,120.0,0.0,0.0,4122.639999999999,1322.0,441.5,9212.0,3422.64,2375.93,0.0,168.0,0.0,0.0
1402,0.0,54,Male,bachelor's degree,married,Central,Corporate Employee,106716.74,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14473.2,0.0,0.0,74773.5,0.0,0.0,10000.0,0.0,1122.3,0.0
1417,0.0,27,Male,less than high school,single,Central,Corporate Employee,0.0,2484.97,1400.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,4266.16,0.0,0.0,2000.0,272.0,0.0,0.0,0.0,0.0,0.0
1422,0.0,55,Male,less than high school,married,Central,Entrepreneur,0.0,0.0,0.0,17500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130000.0,0.0,0.0,0.0,0.0,0.0
1423,0.0,47,Female,vocational certificate,single,Central,Unemployed,0.0,426.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16865.5,0.0,0.0,0.0,1601.79,0.0,0.0,0.0,0.0
1424,0.0,25,Female,high school,single,Central,Corporate Employee,0.0,0.0,4379.6,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,4092.0,0.0,0.0,0.0,1282.0,353.0,147.0,0.0,57.0,0.0
1429,0.0,62,Male,high school,married,Central,Professional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6151.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0
1436,0.0,60,Female,less than high school,married,Central,Corporate Employee,1068.0,0.0,426.93,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,0.0,33,Female,bachelor's degree,single,Central,Entrepreneur,0.0,0.0,6651.0,17101.0,0.0,0.0,0.0,0.0,0.0,0.0,6667.0,0.0,0.0,48241.11,3767.0,500.0,0.0,27000.0,0.0,0.0
1446,0.0,45,Female,bachelor's degree,single,Central,Corporate Employee,15300.0,1674.84,13569.71,7358.15,0.0,0.0,0.0,0.0,0.0,0.0,6517.07,0.0,0.0,16000.0,6015.41,1057.79,0.0,4113.6,2423.0,0.0
1447,0.0,67,Female,bachelor's degree,married,Central,Entrepreneur,0.0,191.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.76,8300.0,0.0,0.0,0.0
1450,0.0,78,Male,vocational certificate,married,Central,Unemployed,0.0,2937.86,22496.84,11248.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2000.0,2946.0,0.0,0.0,0.0,0.0
1451,0.0,65,Female,others,single,Central,Entrepreneur,0.0,852.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707.72,0.0,0.0,0.0,0.0
1452,0.0,32,Female,high school,married,Northeastern,Entrepreneur,0.0,0.0,0.0,0.0,2907.63,0.0,0.0,0.0,0.0,0.0,0.0,3201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,1.0,49,Female,vocational certificate,divorce,Central,Entrepreneur,3586.71,746.86,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.84,4581.0,0.0,0.0,0.0
1461,0.0,36,Female,high school,single,Eastern,Corporate Employee,3000.0,0.0,0.0,0.0,0.0,4120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,2567.98,0.0,655.0,0.0,0.0
1464,0.0,45,Female,others,married,Northeastern,Entrepreneur,5000.0,1814.51,2477.0,0.0,0.0,0.0,0.0,3708.0,0.0,5782.0,590.0,0.0,0.0,0.0,0.0,2578.48,0.0,0.0,0.0,0.0
1470,0.0,42,Female,others,married,Central,Corporate Employee,6500.0,533.93,13441.36,1755.98,5430.0,0.0,1344.0,0.0,0.0,5301.0,1712.35,0.0,0.0,10000.0,1210.35,5202.8,0.0,234.54,0.0,0.0
1473,0.0,27,Female,high school,single,Southern,Corporate Employee,11003.0,321.0,7067.77,7067.77,0.0,0.0,578.0,0.0,0.0,0.0,4245.51,0.0,0.0,0.0,4245.51,480.96,0.0,0.0,0.0,0.0
1484,0.0,64,Male,high school,married,Central,Corporate Employee,20000.0,5222.38,0.0,248.5,0.0,0.0,670.0,0.0,0.0,0.0,0.0,0.0,788.0,0.0,415.0,4186.1900000000005,0.0,1470.0,0.0,0.0
1487,0.0,40,Male,bachelor's degree,single,Central,Corporate Employee,18664.0,640.93,628.79,0.0,0.0,500.0,150.0,0.0,0.0,0.0,9677.9,0.0,0.0,0.0,7820.0,0.0,2000.0,0.0,0.0,1000.0
1491,0.0,33,Female,bachelor's degree,single,Northern,Corporate Employee,2754.54,0.0,748.96,748.96,0.0,0.0,0.0,0.0,0.0,0.0,1705.47,0.0,0.0,0.0,1705.47,151.52,0.0,0.0,0.0,0.0
1497,0.0,40,Male,bachelor's degree,married,Central,Corporate Employee,7200.0,0.0,2537.9199999999996,2110.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,290.63,0.0,0.0,0.0,0.0
1500,0.0,49,Female,bachelor's degree,single,Central,Corporate Employee,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,0.0,33,Male,high school,single,Eastern,Corporate Employee,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0,3000.0,0.0,0.0,0.0,0.0
1512,2.0,50,Female,less than high school,married,Central,Entrepreneur,0.0,825.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,825.86,0.0,0.0,0.0,0.0
1513,0.0,36,Female,others,single,Eastern,Entrepreneur,0.0,300.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0
1521,0.0,30,Female,high school,single,Northeastern,Unemployed,0.0,1572.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0,0.0,0.0,0.0,0.0
1528,0.0,42,Male,bachelor's degree,single,Central,Corporate Employee,0.0,4254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19100.0,552.28,0.0,479.0,0.0,0.0
1541,0.0,48,Female,bachelor's degree,single,Northern,Entrepreneur,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,0.0,24,Female,others,single,Central,Corporate Employee,0.0,0.0,712.0,512.0,740.0,0.0,0.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0
1548,0.0,37,Female,bachelor's degree,married,Northeastern,Entrepreneur,5181.04,4599.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136.0,0.0,0.0,0.0,0.0
1561,0.0,31,Male,others,others,Southern,Corporate Employee,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.43,0.0,0.0,0.0,0.0
1566,0.0,35,Female,high school,married,Central,Homemaker,0.0,0.0,207.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,0.0,43,Male,bachelor's degree,single,Northern,Corporate Employee,17231.25,130.33,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,130.33,32800.0,0.0,0.0,0.0
1570,0.0,34,Female,bachelor's degree,single,Central,Entrepreneur,21600.0,3666.34,10015.0,0.0,0.0,0.0,18770.0,0.0,1185.0,0.0,7521.19,0.0,0.0,88395.0,7574.19,6986.5,6109.0,2350.0,0.0,0.0
1571,0.0,57,Male,others,married,Eastern,Corporate Employee,9085.89,3519.8100000000004,48.0,94.53,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.0,517.3199999999999,1270.65,0.0,0.0,0.0,0.0
1574,0.0,56,Female,vocational certificate,single,Central,Freelancer,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.86,0.0,0.0,0.0,0.0
1580,0.0,32,Female,high school,married,Northeastern,Homemaker,0.0,1866.7,2003.58,812.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,0.0,0.0,0.0,790.0,3143.97,0.0,0.0,0.0,0.0
1583,0.0,43,Male,bachelor's degree,married,Central,Corporate Employee,31377.38,0.0,40.0,82.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,0.0,37,Female,high school,single,Central,Corporate Employee,18647.93,0.0,45086.63,4998.95,0.0,0.0,147.0,0.0,0.0,0.0,1679.93,0.0,0.0,6751.0,256.0,0.0,1400.0,0.0,0.0,0.0
1585,0.0,37,Female,bachelor's degree,married,Northeastern,Corporate Employee,0.0,0.0,5555.77,5555.77,0.0,0.0,0.0,0.0,0.0,0.0,2006.85,0.0,0.0,12651.0,1706.85,1000.0,0.0,0.0,0.0,0.0
1586,0.0,31,Female,bachelor's degree,single,Central,Corporate Employee,750.0,0.0,5267.38,280.13,0.0,0.0,0.0,0.0,232.0,0.0,6715.19,0.0,0.0,1290.42,6132.69,0.0,285.0,0.0,3429.15,0.0
1589,0.0,47,Female,high school,married,Eastern,Corporate Employee,0.0,2202.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13898.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,1.0,34,Male,bachelor's degree,single,Western,Corporate Employee,0.0,235.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2603.02,0.0,0.0,0.0,0.0
1596,0.0,42,Male,bachelor's degree,single,Central,Entrepreneur,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1058.23,0.0,0.0,0.0,0.0
1603,0.0,54,Female,less than high school,married,Central,Entrepreneur,0.0,844.86,262.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.86,0.0,0.0,0.0,0.0
1604,1.0,45,Female,master's degree,single,Central,Corporate Employee,0.0,0.0,2531.0,2531.0,0.0,0.0,0.0,0.0,2903.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.85,0.0
1605,0.0,57,Female,bachelor's degree,married,Central,Corporate Employee,6000.0,75.76,426.93,0.0,0.0,0.0,988.0,0.0,0.0,0.0,700.0,0.0,0.0,5330.0,0.0,64.84,0.0,0.0,0.0,0.0
1609,1.0,46,Female,high school,married,Southern,Corporate Employee,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
1611,0.0,38,Female,high school,married,Central,Entrepreneur,50454.52,0.0,1823.0,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,3487.0,0.0,0.0,7700.0,4081.0,0.0,0.0,0.0,0.0,0.0
1616,0.0,43,Female,bachelor's degree,single,Central,Entrepreneur,0.0,2576.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4134.48,0.0,0.0,0.0,0.0
1619,0.0,45,Female,high school,married,Southern,Entrepreneur,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16025.0,13700.24,0.0,0.0,0.0,0.0
1622,0.0,33,Female,vocational certificate,married,Northeastern,Corporate Employee,1000.0,1191.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4880.96,0.0,0.0,0.0,0.0
1630,0.0,49,Male,others,single,Central,Entrepreneur,0.0,818.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.0,0.0,940.27,0.0,0.0,0.0,0.0
1632,0.0,40,Female,master's degree,single,Eastern,Corporate Employee,154542.84,0.0,0.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,2249.0,0.0,0.0,0.0,2249.0,1707.72,0.0,0.0,84.0,0.0
1635,0.0,77,Male,master's degree,married,Central,Corporate Employee,0.0,0.0,0.0,10000.0,0.0,17342.07,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0
1645,0.0,30,Male,vocational certificate,single,Northern,Freelancer,0.0,0.0,11004.34,7218.96,0.0,0.0,0.0,0.0,333.0,0.0,2224.14,0.0,0.0,0.0,879.37,0.0,0.0,67.0,419.0,0.0
1647,0.0,38,Male,high school,single,Central,Entrepreneur,2500.0,750.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100.0,0.0,1495.86,0.0,0.0,0.0,0.0
1656,0.0,38,Female,bachelor's degree,single,Northern,Corporate Employee,3300.0,1849.46,2522.89,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,0.0,0.0,0.0,0.0,0.0
1661,0.0,30,Female,others,single,Central,Professional,0.0,0.0,4280.3,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0
1664,1.0,54,Female,others,married,Eastern,Homemaker,75702.0,0.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,0.0,26,Female,others,single,Central,Student,0.0,0.0,1363.0,1263.0,0.0,0.0,300.0,120.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0
1677,0.0,52,Male,bachelor's degree,single,Eastern,Corporate Employee,0.0,606.48,1429.0,1429.0,0.0,0.0,0.0,0.0,0.0,0.0,2236.0,0.0,0.0,0.0,2236.0,3845.58,0.0,0.0,0.0,0.0
1679,0.0,42,Female,bachelor's degree,single,Eastern,Corporate Employee,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,0.0,0.0,673.03,1170.0,0.0,614.0,0.0
1687,0.0,45,Female,high school,single,Central,Corporate Employee,0.0,853.86,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,995.18,0.0,0.0,0.0,0.0
1693,1.0,64,Male,less than high school,married,Central,Corporate Employee,0.0,853.86,680.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,642.0,0.0,0.0,0.0,0.0
1700,0.0,45,Female,bachelor's degree,married,Central,Homemaker,0.0,638.79,3471.93,5555.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,0.0,0.0,3290.58,558.0,0.0,0.0,0.0
1703,0.0,31,Male,others,single,Central,Corporate Employee,0.0,1495.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.86,2000.0,0.0,0.0,0.0
1705,0.0,30,Female,bachelor's degree,single,Northeastern,Corporate Employee,1500.0,0.0,331.53,0.0,0.0,2447.0,332.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,801.43,0.0,0.0,0.0,0.0
1708,1.0,62,Male,less than high school,single,Eastern,Entrepreneur,0.0,2640.76,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,20030.0,8779.35,0.0,0.0,0.0,0.0
1710,0.0,31,Male,bachelor's degree,single,Southern,Freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,20000.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0
1717,0.0,27,Female,bachelor's degree,single,Central,Corporate Employee,0.0,534.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1685.0,300.0,0.0,0.0,0.0,0.0
1721,0.0,42,Male,bachelor's degree,married,Central,Corporate Employee,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,2677.0,0.0,0.0,0.0,0.0,27700.0,0.0,0.0,0.0,0.0,0.0
1727,0.0,33,Female,others,single,Central,Corporate Employee,456.0,217.21,875.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,424.0,0.0,587.43,0.0,0.0,0.0,0.0
1729,1.0,50,Male,bachelor's degree,widow,Southern,Corporate Employee,12631.31,0.0,912.93,1241.6799999999998,95000.0,0.0,0.0,0.0,0.0,0.0,1045.0,0.0,0.0,0.0,2000.0,0.0,0.0,980.0,0.0,0.0
1735,0.0,49,Female,others,single,Central,Corporate Employee,9201.0,0.0,0.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0
1738,1.0,65,Female,vocational certificate,widow,Southern,Freelancer,0.0,960.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.24,0.0,0.0,0.0,59.0
1749,0.0,41,Female,bachelor's degree,single,Central,Corporate Employee,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,1710.0,0.0,0.0,0.0
1756,0.0,63,Female,bachelor's degree,single,Central,Freelancer,0.0,1643.52,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.76,0.0,0.0,0.0,0.0
1760,0.0,43,Female,bachelor's degree,single,Southern,Entrepreneur,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.89,0.0,0.0,0.0,0.0
1788,0.0,39,Male,others,single,Central,Corporate Employee,4952.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,3410.0,0.0,853.3199999999999,0.0,0.0,0.0,0.0
1792,0.0,46,Female,bachelor's degree,married,Western,Entrepreneur,0.0,0.0,7793.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,1022.0,0.0
1794,0.0,35,Female,less than high school,single,Eastern,Corporate Employee,13842.0,2740.28,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.86,0.0,0.0,0.0,0.0
1796,0.0,26,Female,others,single,Central,Corporate Employee,0.0,0.0,2549.91,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
1801,0.0,33,Male,bachelor's degree,single,Central,Corporate Employee,181.0,1067.86,19606.01,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,0.0
1804,0.0,28,Male,bachelor's degree,married,Central,Corporate Employee,3890.0,0.0,9115.73,9115.73,0.0,0.0,0.0,0.0,0.0,0.0,8030.02,0.0,0.0,0.0,8030.02,0.0,0.0,0.0,0.0,0.0
1805,0.0,35,Female,vocational certificate,married,Northeastern,Freelancer,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.42,0.0,0.0,0.0,0.0
1817,0.0,29,Female,others,single,Central,Corporate Employee,8975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.5,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0
1818,0.0,30,Male,high school,single,Central,Entrepreneur,0.0,2695.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,0.0,0.0,0.0,2190.0,0.0,0.0,0.0,0.0,0.0
1819,0.0,54,Female,others,married,Eastern,Entrepreneur,0.0,0.0,530.88,0.0,46660.0,0.0,0.0,0.0,0.0,0.0,0.0,22464.0,0.0,0.0,0.0,1067.86,0.0,0.0,0.0,0.0
1822,0.0,30,Female,bachelor's degree,single,Central,Corporate Employee,5875.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
1826,0.0,40,Male,vocational certificate,single,Central,Corporate Employee,0.0,5100.93,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,5668.8,0.0,0.0,0.0,0.0
1830,1.0,48,Male,bachelor's degree,single,Northern,Corporate Employee,22263.14,1924.93,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,1290.0,0.0,0.0,5600.0,2000.0,1773.6100000000001,0.0,0.0,129.0,0.0
1831,0.0,45,Male,master's degree,married,Central,Corporate Employee,157585.36,0.0,642.64,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,280288.31,0.0,0.0,0.0,0.0,0.0,0.0
1837,0.0,54,Female,bachelor's degree,others,Central,Unemployed,4000.0,1064.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,378.78,0.0,0.0,0.0,0.0
1842,0.0,35,Female,others,single,Central,Corporate Employee,0.0,747.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.6799999999998,0.0,0.0,0.0,0.0,0.0
1849,0.0,38,Female,bachelor's degree,married,Central,Corporate Employee,0.0,1173.0,0.0,1173.0,0.0,0.0,0.0,0.0,488.0,0.0,384.22,0.0,0.0,0.0,384.22,0.0,0.0,0.0,0.0,0.0
1850,0.0,49,Female,bachelor's degree,single,Central,Corporate Employee,18883.34,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,257.0,39203.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60743.12
1857,0.0,42,Female,high school,single,Central,Corporate Employee,0.0,876.33,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,0.0,67,Male,others,married,Central,Entrepreneur,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0
1869,0.0,55,Female,others,married,Northern,Homemaker,41530.0,538.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58082.0,5000.0,515.74,0.0,0.0,0.0,0.0
1878,1.0,49,Female,others,single,Central,Entrepreneur,1000.0,426.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,128.0,0.0,0.0,0.0
1883,0.0,53,Female,vocational certificate,married,Central,Corporate Employee,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,205.0,0.0
1887,0.0,81,Female,high school,married,Central,Homemaker,0.0,800.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,2000.0,0.0,0.0,0.0,0.0
1890,0.0,64,Male,bachelor's degree,divorce,Central,Corporate Employee,10948.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,0.0,32,Male,bachelor's degree,married,Northern,Entrepreneur,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3325.8100000000004,0.0,0.0,0.0,2510.59,3350.49,0.0,0.0,0.0,0.0
1921,0.0,28,Male,vocational certificate,single,Central,Corporate Employee,1435.79,0.0,1316.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,3000.0,0.0,1053.51,148.0,0.0,0.0,0.0,0.0,0.0
1923,0.0,38,Female,high school,single,Central,Corporate Employee,12111.03,1672.42,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3455.0,0.0,1874.2,0.0,500.0,0.0,0.0
1926,0.0,22,Female,others,single,Southern,Student,0.0,0.0,665.4300000000001,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0
1928,1.0,49,Male,less than high school,single,Central,Freelancer,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0
1929,0.0,27,Male,high school,single,Central,Corporate Employee,4000.0,7588.52,4114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4838.42,0.0,0.0,0.0,0.0
1931,0.0,30,Male,bachelor's degree,single,Northeastern,Corporate Employee,0.0,0.0,1687.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,19230.0,0.0,1810.0,0.0,0.0
1938,0.0,44,Male,bachelor's degree,single,Central,Entrepreneur,11800.0,0.0,1856.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.88,0.0
